NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

NXDOMAIN for 110.lzu.edu.cn

aaa.lzu.edu.cn. 3600 IN A 202.201.0.175
fxdl.lzu.edu.cn. 7199 IN A 202.201.13.70

fxdl.lzu.edu.cn. 7199 IN A 202.201.13.70

fxdl.lzu.edu.cn. 7199 IN A 202.201.13.70

fxdl.lzu.edu.cn. 7199 IN A 202.201.13.70

fxdl.lzu.edu.cn. 7199 IN A 202.201.13.70

ge.lzu.edu.cn. 740 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 101 IN A 202.201.1.184

ge.lzu.edu.cn. 739 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 101 IN A 202.201.1.184

ge.lzu.edu.cn. 739 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 101 IN A 202.201.1.184

ge.lzu.edu.cn. 739 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 101 IN A 202.201.1.184

en.ge.lzu.edu.cn. 4340 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 267 IN A 202.201.1.184

en.ge.lzu.edu.cn. 4339 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 267 IN A 202.201.1.184

en.ge.lzu.edu.cn. 4339 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 267 IN A 202.201.1.184

geoscience.lzu.edu.cn. 7200 IN A 202.201.0.42

gfsys.lzu.edu.cn. 7200 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gfsys.lzu.edu.cn. 7199 IN A 202.201.13.65

gms.lzu.edu.cn. 30 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

gms.lzu.edu.cn. 29 IN A 202.201.13.181

grasscenter.lzu.edu.cn. 7200 IN A 202.201.0.44

gu.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 265 IN A 202.201.1.184

gxy.lzu.edu.cn. 268 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 3866 IN A 202.201.1.185

gxyen.lzu.edu.cn. 7200 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7193 IN A 202.201.1.185

gxysys.lzu.edu.cn. 7200 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gxysys.lzu.edu.cn. 7199 IN A 202.201.13.60

gy.lzu.edu.cn. 7200 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7199 IN A 202.201.13.232

gzc.lzu.edu.cn. 7200 IN A 202.201.0.44

gzx.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7193 IN A 202.201.1.185

harbor.lzu.edu.cn. 7200 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

harbor.lzu.edu.cn. 7199 IN A 202.201.13.219

hdtv.lzu.edu.cn. 3600 IN A 172.16.252.138

hdtv.lzu.edu.cn. 3599 IN A 172.16.252.138

hdtv.lzu.edu.cn. 3599 IN A 172.16.252.138

hdtv.lzu.edu.cn. 3599 IN A 172.16.252.138

history.lzu.edu.cn. 7200 IN A 202.201.0.44

history.lzu.edu.cn. 7199 IN A 202.201.0.44

history.lzu.edu.cn. 7199 IN A 202.201.0.44

history.lzu.edu.cn. 7199 IN A 202.201.0.44

hjp.lzu.edu.cn. 3600 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 264 IN A 202.201.1.184

hjp.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 264 IN A 202.201.1.184

hjp.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 264 IN A 202.201.1.184

hjp.lzu.edu.cn. 3599 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 264 IN A 202.201.1.184

hms.lzu.edu.cn. 7200 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

hms.lzu.edu.cn. 7199 IN CNAME wrd.vhost.lzu.edu.cn.
wrd.vhost.lzu.edu.cn. 7198 IN A 202.201.13.232

home.lzu.edu.cn. 3600 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

home.lzu.edu.cn. 3599 IN A 202.201.0.179

hq.lzu.edu.cn. 7200 IN A 202.201.13.172

hq.lzu.edu.cn. 7199 IN A 202.201.13.172

hq.lzu.edu.cn. 7199 IN A 202.201.13.172

hq.lzu.edu.cn. 7199 IN A 202.201.13.172

hqhtl.lzu.edu.cn. 7200 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hqhtl.lzu.edu.cn. 7199 IN A 202.201.15.164

hrtest.lzu.edu.cn. 7200 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hrtest.lzu.edu.cn. 7199 IN A 202.201.13.83

hxfzh.lzu.edu.cn. 7200 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

hxfzh.lzu.edu.cn. 7199 IN A 202.201.13.95

icas.lzu.edu.cn. 267 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icas.lzu.edu.cn. 266 IN A 202.201.1.26

icpcs.lzu.edu.cn. 3600 IN A 210.26.51.240

icpcs1.lzu.edu.cn. 3600 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

icpcs1.lzu.edu.cn. 3599 IN A 210.26.51.241

ids.lzu.edu.cn. 3600 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids.lzu.edu.cn. 3599 IN A 202.201.0.161

ids2.lzu.edu.cn. 3600 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

ids2.lzu.edu.cn. 3599 IN A 202.201.0.187

iie.lzu.edu.cn. 5125 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

ilearn.lzu.edu.cn. 7200 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

ilearn.lzu.edu.cn. 7199 IN A 202.201.1.71

imageservice.lzu.edu.cn. 7200 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imageservice.lzu.edu.cn. 7199 IN A 202.201.13.253

imap.lzu.edu.cn. 249 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 248 IN A 202.201.0.65

imap.lzu.edu.cn. 248 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 248 IN A 202.201.0.65

imap.lzu.edu.cn. 248 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 248 IN A 202.201.0.65

imap.lzu.edu.cn. 248 IN CNAME pubmail.lzu.edu.cn.
pubmail.lzu.edu.cn. 248 IN A 202.201.0.65

ipa.lzu.edu.cn. 3600 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

ipa.lzu.edu.cn. 3599 IN A 202.201.1.88

iptv.lzu.edu.cn. 3600 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

iptv.lzu.edu.cn. 3599 IN A 202.201.15.236

ipv6.lzu.edu.cn. 3600 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ipv6.lzu.edu.cn. 3599 IN A 202.201.0.170

ir.lzu.edu.cn. 7200 IN A 202.201.7.31

ir.lzu.edu.cn. 7199 IN A 202.201.7.31

ir.lzu.edu.cn. 7199 IN A 202.201.7.31

ir.lzu.edu.cn. 7199 IN A 202.201.7.31

iscide.lzu.edu.cn. 3600 IN A 202.201.0.42

iscide.lzu.edu.cn. 3599 IN A 202.201.0.42

iscide.lzu.edu.cn. 3599 IN A 202.201.0.42

iscide.lzu.edu.cn. 3599 IN A 202.201.0.42

isip.lzu.edu.cn. 3600 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

isip.lzu.edu.cn. 3599 IN A 202.201.1.229

its.lzu.edu.cn. 264 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

its.lzu.edu.cn. 263 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

its.lzu.edu.cn. 263 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

its.lzu.edu.cn. 263 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 29 IN A 202.201.1.184

booking.its.lzu.edu.cn. 3600 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

booking.its.lzu.edu.cn. 3599 IN A 202.201.1.183

NXDOMAIN for dec.lzu.edu.cnnpt.its.lzu.edu.cn

npt.its.lzu.edu.cn. 3600 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

npt.its.lzu.edu.cn. 3599 IN A 202.201.1.95

self.its.lzu.edu.cn. 60 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

self.its.lzu.edu.cn. 59 IN A 202.201.0.67

usp.its.lzu.edu.cn. 3600 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

usp.its.lzu.edu.cn. 3599 IN A 202.201.1.186

jbp.lzu.edu.cn. 3600 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 737 IN A 202.201.0.189

jbp.lzu.edu.cn. 3599 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 737 IN A 202.201.0.189

jbp.lzu.edu.cn. 3599 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 737 IN A 202.201.0.189

jbp.lzu.edu.cn. 3599 IN CNAME xnzj.lzu.edu.cn.
xnzj.lzu.edu.cn. 737 IN A 202.201.0.189

jchyxy.lzu.edu.cn. 7200 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7191 IN A 202.201.1.185

jchyxyen.lzu.edu.cn. 7200 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 1805 IN A 202.201.1.185

jcjy.lzu.edu.cn. 7200 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 263 IN A 202.201.1.184

jdks.lzu.edu.cn. 7200 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jdks.lzu.edu.cn. 7199 IN A 202.201.1.82

jgdw.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7191 IN A 202.201.1.185

jiwei.lzu.edu.cn. 263 IN CNAME xnzj1.lzu.edu.cn.
xnzj1.lzu.edu.cn. 262 IN A 202.201.1.184

jjc.lzu.edu.cn. 3600 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 7191 IN A 202.201.1.185

jjcsys.lzu.edu.cn. 7200 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjcsys.lzu.edu.cn. 7199 IN A 202.201.13.89

jjxy.lzu.edu.cn. 265 IN CNAME econ.lzu.edu.cn.
econ.lzu.edu.cn. 3864 IN A 202.201.13.172

jlpt.lzu.edu.cn. 3600 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

jlpt.lzu.edu.cn. 3599 IN A 210.26.51.240

job.lzu.edu.cn. 263 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

job.lzu.edu.cn. 262 IN A 202.201.1.66

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for job.lzu.edu.cn<BR>www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

NXDOMAIN for www.job.lzu.edu.cn

jsjx.lzu.edu.cn. 3600 IN A 219.246.65.180

jwc.lzu.edu.cn. 30 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 3862 IN A 202.201.1.185

jwc.lzu.edu.cn. 29 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 3862 IN A 202.201.1.185

jwc.lzu.edu.cn. 29 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 3862 IN A 202.201.1.185

jwc.lzu.edu.cn. 29 IN CNAME xnzjcms.lzu.edu.cn.
xnzjcms.lzu.edu.cn. 3862 IN A 202.201.1.185

jwk.lzu.edu.cn. 3600 IN A 202.201.0.239

jwk.lzu.edu.cn. 3599 IN A 202.201.0.239

